0.60037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4306,0,0,0,0,0.9102,0,0,0,0,0.40139,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.17489,0,0,0,0,0.68004,0.83336,0,0,0,0,0,0,0,0,0.40386,0.40363,0,0
0,0,0,0.39018,0.4294,0.36045,0,0,0,0.0033941,0,0,0,0.52378,0,0,0,0,0,0,0,0,0,0,0,0.14026,0,0,0,0
0,0,0.39018,0,0,0,0,0,0,0,0.26808,0,0,0,0,0,0,0.21811,0,0,0.26013,0,0,0,0.033179,0.086815,0,0,0,0
0,0,0.4294,0,0,0,0,0,0,0.22068,0,0.13865,0,0,0,0.25728,0,0,0.29756,0,0,0,0,0,0,0,0.54857,0.42486,0,0
0,0,0.36045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11921,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0013006,0.49507,0,0,0,0,0,0,0,0,0,0,0.33257,0,0,0,0,0.048739,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.70641,0,0,0,0,0,0.24357,0,0,0,0,0,0,0,0,0.55273,0,0,0
0,0,0,0,0,0,0,0,0,0,0.78507,0.07409,0,0,0,0,0.39388,0,0,0,0,0,0,0,0,0,0,0,0,0.72826
0,0,0.0033941,0,0.22068,0,0.0013006,0,0,0,0,0.18918,0,0,0,0,0.14248,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.26808,0,0,0.49507,0,0.78507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.17489,0,0,0.13865,0,0,0.70641,0.07409,0.18918,0,0,0.59889,0,0,0,0,0,0,0.90106,0.93938,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.59889,0,0,0,0.22118,0.70595,0,0.37086,0.80069,0,0.37601,0,0,0,0,0,0,0,0
0,0,0.52378,0,0,0,0,0,0,0,0,0,0,0.52975,0,0.96156,0,0.068357,0.89093,0.60864,0,1.2894,0,0,0,0.17385,0,0.95642,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026107,0,0,0,0,0.95468,0,0,0,0,0,0,0,0,0
0.4306,0,0,0,0.25728,0,0,0,0,0,0,0,0.22118,0.96156,0.026107,0,0,0,0,0,0,0,0.76241,0,0.53243,0.18771,0.28216,0,0,0.17581
0,0.68004,0,0,0,0,0,0,0.39388,0.14248,0,0,0.70595,0,0,0,0,0.64513,0,0,0,0,0.90436,0.55231,0,0,0,0.93566,0,0
0,0.83336,0,0.21811,0,0,0,0.24357,0,0,0,0,0,0.068357,0,0,0.64513,1.5447,0,0,0,0,0,0,0,0,0,0,0.22803,0
0,0,0,0,0.29756,0,0,0,0,0,0,0,0.37086,0.89093,0,0,0,0,0,0,0,1.2988,0,0,0,0,0,0,0,0.40243
0,0,0,0,0,0,0,0,0,0,0,0.90106,0.80069,0.60864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9102,0,0,0.26013,0,0.11921,0,0,0,0,0,0.93938,0,0,0.95468,0,0,0,0,0,1.8182,0,0,0,0,0,0.2415,0,0.59159,0
0,0,0,0,0,0,0.33257,0,0,0,0,0,0.37601,1.2894,0,0,0,0,1.2988,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76241,0.90436,0,0,0,0,0,0,0,0.7165,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55231,0,0,0,0,0,0,0,0,0.32193,0.24315,0,0,0
0,0,0,0.033179,0,0,0,0,0,0,0,0,0,0,0,0.53243,0,0,0,0,0,0,0.7165,0,0,0.1793,0,0,1.1552,0
0.40139,0,0.14026,0.086815,0,0,0,0,0,0,0,0,0,0.17385,0,0.18771,0,0,0,0,0,0,0,0.32193,0.1793,0,0,0,0,0
0,0.40386,0,0,0.54857,0,0.048739,0.55273,0,0,0,0,0,0,0,0.28216,0,0,0,0,0.2415,0,0,0.24315,0,0,0,0,0.15416,0
0,0.40363,0,0,0.42486,0,0,0,0,0,0,0,0,0.95642,0,0,0.93566,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22803,0,0,0.59159,0,0,0,1.1552,0,0.15416,0,0,0
0,0,0,0,0,0,0,0,0.72826,0,0,0,0,0,0,0.17581,0,0,0.40243,0,0,0,0,0,0,0,0,0,0,0
